Fecha,Tweets,número
2020-07-10T05:26:33Z,Felipe VI,32896
2020-07-10T06:26:33Z,FelizJueves,46479
2020-07-10T06:26:33Z,Felipe VI,33712
2020-07-10T07:26:32Z,Felipe VI,34580
2020-07-10T07:26:32Z,FelizJueves,44694
2020-07-11T02:41:31Z,Felipe VI,24385
2020-07-11T04:46:29Z,Felipe VI,24156
2020-07-11T12:51:36Z,FelizSabado,11492
2020-07-11T13:56:36Z,Feliz Sábado,11100
2020-07-11T13:56:36Z,FelizSabado,14793
2020-07-11T14:56:37Z,FelizSabado,18055
2020-07-12T03:06:30Z,FelizSabado,36973
2020-07-12T04:06:28Z,FelizSabado,37332
2020-07-12T05:11:28Z,FelizSabado,37500
2020-07-12T06:11:26Z,FelizSabado,36925
2020-07-12T07:11:26Z,FelizSabado,35700
2020-07-12T08:11:22Z,FelizSabado,34628
2020-07-12T09:16:25Z,FelizSabado,33587
2020-07-12T12:16:29Z,FelizDomingo,10426
2020-07-12T13:16:34Z,FelizDomingo,13040
2020-07-12T14:16:34Z,FelizDomingo,16381
2020-07-12T15:16:35Z,FelizDomingo,20068
2020-07-13T12:41:37Z,FelizLunes,13075
2020-07-13T13:41:39Z,FelizLunes,17245
2020-07-13T14:41:39Z,FelizLunes,21455
2020-07-13T15:41:39Z,FelizLunes,25932
2020-07-14T01:56:28Z,FelizLunes,48326
2020-07-14T02:51:27Z,FelizLunes,49337
2020-07-14T03:56:26Z,FelizLunes,50056
2020-07-14T12:06:34Z,FelizMartes,11253
2020-07-14T13:01:38Z,FelizMartes,14017
2020-07-14T14:06:43Z,FelizMartes,17970
2020-07-14T15:07:58Z,FelizMartes,21908
2020-07-14T16:07:45Z,FelizMartes,25405
2020-07-15T02:22:36Z,FelizMartes,43985
2020-07-15T03:17:30Z,FelizMartes,44671
2020-07-15T12:27:39Z,FelizMiercoles,12093
2020-07-15T13:27:42Z,FelizMiercoles,15874
2020-07-15T14:32:44Z,FelizMiercoles,20448
2020-07-15T15:32:45Z,FelizMiercoles,24505
2020-07-15T16:27:46Z,FelizMiercoles,27772
2020-07-15T17:32:48Z,FelizMiercoles,31062
2020-07-16T01:37:34Z,FelizMiercoles,44364
2020-07-16T12:52:53Z,FelizJueves,12640
2020-07-16T13:52:57Z,FelizJueves,15982
2020-07-16T14:57:59Z,FelizJueves,19755
2020-07-17T04:07:47Z,FelizJueves,40911
2020-07-17T05:07:46Z,FelizJueves,40644
2020-07-17T10:12:56Z,Felipe González,12757
2020-07-17T11:17:54Z,Felipe González,13467
2020-07-17T12:17:57Z,Felipe González,14215
2020-07-17T13:18:00Z,Felipe González,14758
2020-07-17T14:18:02Z,Felipe González,15408
2020-07-17T15:18:06Z,Felipe González,15934
2020-07-17T16:23:07Z,Felipe González,16834
2020-07-17T17:23:10Z,Felipe González,17571
2020-07-17T18:23:09Z,Felipe González,18007
2020-07-17T19:23:06Z,Felipe González,18483
2020-07-17T19:23:06Z,FelizViernesATodos,10730
2020-07-18T02:27:50Z,Felipe González,20404
2020-07-18T03:32:49Z,FelizViernesATodos,15184
2020-07-18T04:32:47Z,FelizViernesATodos,15451
2020-07-18T05:32:46Z,Felipe González,20402
2020-07-18T05:32:46Z,FelizViernesATodos,15555
2020-07-18T06:32:45Z,Felipe González,20548
2020-07-18T06:32:45Z,FelizViernesATodos,15492
2020-07-18T07:32:46Z,Felipe González,21722
2020-07-18T07:32:46Z,FelizViernesATodos,15334
2020-07-18T08:32:47Z,Felipe González,23277
2020-07-18T09:37:49Z,Felipe González,24629
2020-07-18T10:37:49Z,Felipe González,24905
2020-07-18T12:37:53Z,FelizAlzamiento,11600
2020-07-18T12:37:53Z,FelizSabado,10456
2020-07-18T13:43:23Z,FelizAlzamiento,13491
2020-07-18T13:43:23Z,FelizSabado,14230
2020-07-18T14:43:26Z,FelizAlzamiento,15046
2020-07-18T14:43:26Z,FelizSabado,18036
2020-07-18T15:43:26Z,FelizAlzamiento,16317
2020-07-18T15:43:26Z,FelizSabado,21980
2020-07-18T16:43:27Z,FelizAlzamiento,17297
2020-07-18T16:43:27Z,FelizSabado,24900
2020-07-18T17:43:28Z,FelizAlzamiento,18101
2020-07-18T17:43:28Z,FelizSabado,27988
2020-07-18T18:48:29Z,FelizAlzamiento,18909
2020-07-18T19:43:29Z,FelizAlzamiento,19254
2020-07-19T01:53:21Z,FelizAlzamiento,18840
2020-07-19T01:53:21Z,FelizSabado,44604
2020-07-19T02:53:19Z,FelizAlzamiento,18797
2020-07-19T02:53:19Z,FelizSabado,45589
2020-07-19T03:53:17Z,FelizAlzamiento,18787
2020-07-19T03:53:17Z,FelizSabado,46368
2020-07-19T04:53:16Z,FelizAlzamiento,18776
2020-07-19T07:58:19Z,FelizAlzamiento,18046
2020-07-19T08:58:20Z,FelizAlzamiento,16802
2020-07-19T13:03:25Z,FelizDomingo,11380
2020-07-19T14:03:27Z,FelizDomingo,14490
2020-07-19T15:03:31Z,FelizDomingo,18392
2020-07-20T03:13:21Z,FelizDomingo,45296
2020-07-20T04:18:19Z,FelizDomingo,45890
2020-07-20T06:23:20Z,FelizDomingo,45605
2020-07-20T12:23:29Z,FelizLunes,11956
2020-07-20T13:23:31Z,FelizLunes,15661
2020-07-20T14:28:43Z,FelizLunes,20111
2020-07-20T15:28:42Z,FelizLunes,23981
2020-07-21T02:38:39Z,FelizLunes,47839
2020-07-21T03:43:38Z,FelizLunes,48644
2020-07-21T07:43:39Z,FelizLunes,46640
2020-07-21T09:48:42Z,FelizLunes,44100
2020-07-21T12:48:46Z,FelizMartes,12606
2020-07-21T13:48:46Z,FelizMartes,16240
2020-07-21T14:48:46Z,FelizMartes,19768
2020-07-21T15:48:39Z,FelizMartes,23166
2020-07-22T03:04:53Z,FelizMartes,42740
2020-07-22T04:04:49Z,FelizMartes,43069
2020-07-22T05:04:49Z,FelizMartes,42858
2020-07-22T06:04:47Z,FelizMartes,41988
2020-07-22T07:09:47Z,FelizMartes,40830
2020-07-22T08:09:45Z,FelizMartes,39549
2020-07-22T09:09:49Z,FelizMartes,38609
2020-07-22T12:14:54Z,FelizMiercoles,12101
2020-07-22T13:14:57Z,FelizMiercoles,15824
2020-07-22T14:15:01Z,FelizMiercoles,20029
2020-07-22T15:20:04Z,FelizMiercoles,24215
2020-07-23T00:24:54Z,YaSobrasFelipeVI,10044
2020-07-23T02:24:53Z,YaSobrasFelipeVI,10205
2020-07-23T03:29:50Z,YaSobrasFelipeVI,10253
2020-07-23T03:29:50Z,FelizMiercoles,44158
2020-07-23T04:29:50Z,YaSobrasFelipeVI,10336
2020-07-23T04:29:50Z,FelizMiercoles,44344
2020-07-23T05:29:48Z,YaSobrasFelipeVI,10594
2020-07-23T05:29:48Z,FelizMiercoles,44003
2020-07-23T06:34:57Z,FelizMiercoles,42907
2020-07-23T06:34:57Z,YaSobrasFelipeVI,10875
2020-07-23T07:34:58Z,YaSobrasFelipeVI,11211
2020-07-23T07:34:58Z,FelizMiercoles,41477
2020-07-23T12:35:06Z,FelizJueves,12544
2020-07-23T13:40:07Z,FelizJueves,16351
2020-07-23T14:40:09Z,FelizJueves,20305
2020-07-23T15:40:10Z,FelizJueves,24108
2020-07-25T13:21:22Z,FelizSabado,11567
2020-07-25T14:21:24Z,FelizSabado,15076
2020-07-25T15:26:25Z,FelizSabado,19287
2020-07-25T16:26:27Z,FelizSabado,23059
2020-07-25T17:26:27Z,FelizSabado,26099
2020-07-25T18:26:27Z,FelizSabado,28712
2020-07-26T02:37:32Z,FelizSabado,40413
2020-07-26T03:32:31Z,FelizSabado,40945
2020-07-26T04:37:26Z,FelizSabado,41308
2020-07-26T05:37:24Z,FelizSabado,41365
2020-07-26T06:37:24Z,FelizSabado,41011
2020-07-26T07:37:25Z,FelizSabado,40098
2020-07-26T12:47:44Z,FelizDomingo,10806
2020-07-27T02:57:49Z,FelizDomingo,38638
2020-07-27T04:02:48Z,FelizDomingo,38956
2020-07-27T10:07:50Z,FelizDomingo,33841
2020-07-27T12:07:56Z,FelizLunes,10900
2020-07-27T13:07:59Z,FelizLunes,14406
2020-07-27T14:08:02Z,FelizLunes,18636
2020-07-27T15:13:03Z,FelizLunes,23341
2020-07-28T01:19:57Z,FelizLunes,45000
2020-07-28T02:19:54Z,FelizLunes,45928
2020-07-28T03:24:52Z,FelizLunes,46813
2020-07-28T11:29:32Z,FelizMartes,10042
2020-07-28T12:29:34Z,FelizMartes,12652
2020-07-28T13:31:00Z,FelizMartes,16038
2020-07-28T14:31:18Z,FelizMartes,19609
2020-06-03T13:16:37Z,FelizMiercoles,19485
2020-06-04T11:37:10Z,FelizJueves,12095
2020-06-04T12:37:19Z,FelizJueves,14941
2020-06-04T13:42:49Z,FelizJueves,18838
2020-06-04T19:47:30Z,FelizJueves,40814
2020-06-05T08:57:00Z,FelizJueves,47070
2020-06-06T12:32:51Z,FelizSabado,10344
2020-06-06T13:37:53Z,FelizSabado,14083
2020-06-06T13:37:53Z,Feliz Sábado,10243
2020-06-06T14:42:53Z,FelizSabado,18070
2020-06-06T18:42:56Z,FelizSabado,31865
2020-06-06T19:43:30Z,FelizSabado,34203
2020-06-06T20:43:32Z,FelizSabado,36105
2020-06-06T21:43:29Z,FelizSabado,38047
2020-06-06T22:48:26Z,FelizSabado,39533
2020-06-07T00:53:18Z,FelizSabado,43170
2020-06-07T01:48:19Z,FelizSabado,44077
2020-06-07T07:58:17Z,FelizSabado,44760
2020-06-07T09:03:17Z,FelizSabado,42408
2020-06-07T10:03:18Z,FelizSabado,41269
2020-06-07T11:03:21Z,FelizDomingo,11018
2020-06-07T11:03:21Z,FelizSabado,39509
2020-06-07T12:03:23Z,FelizDomingo,12691
2020-06-07T13:08:26Z,FelizDomingo,15843
2020-06-07T14:08:28Z,FelizDomingo,19853
2020-06-07T17:13:32Z,FelizDomingo,30168
2020-06-07T18:18:32Z,FelizDomingo,33364
2020-06-07T19:18:33Z,FelizDomingo,36283
2020-06-07T20:18:32Z,FelizDomingo,38810
2020-06-08T09:37:50Z,FelizLunes,10192
2020-06-08T11:37:52Z,FelizLunes,14854
2020-06-08T13:37:56Z,FelizLunes,22384
2020-06-08T19:42:58Z,FelizLunes,46750
2020-06-08T20:48:01Z,FelizLunes,49251
2020-06-09T00:55:04Z,FelizLunes,55668
2020-06-09T11:00:05Z,FelizMartes,10116
2020-06-09T12:00:06Z,FelizMartes,12420
2020-06-09T13:05:09Z,FelizMartes,15635
2020-06-09T19:08:33Z,FelizMartes,35032
2020-06-09T20:08:34Z,FelizMartes,37104
2020-06-10T00:13:11Z,FelizMartes,42454
2020-06-10T05:17:46Z,FelizMartes,45775
2020-06-10T06:17:49Z,FelizMartes,44703
2020-06-10T09:22:53Z,FelizMartes,40796
2020-06-10T11:23:05Z,FelizMiercoles,10521
2020-06-10T12:23:15Z,FelizMiercoles,12992
2020-06-10T13:28:18Z,FelizMiercoles,16721
2020-06-10T18:33:24Z,FelizMiercoles,33100
2020-06-10T19:33:24Z,FelizMiercoles,35552
2020-06-11T06:43:36Z,FelizMiercoles,45370
2020-06-11T07:43:36Z,FelizMiercoles,43962
2020-06-11T08:48:39Z,FelizMiercoles,42713
2020-06-11T12:53:41Z,FelizJueves,14419
2020-06-11T13:48:43Z,Felipe González,12938
2020-06-11T14:48:43Z,Felipe González,16235
2020-06-11T15:53:44Z,Felipe González,19344
2020-06-11T16:53:45Z,Felipe González,21809
2020-06-12T04:08:35Z,Felipe González,43289
2020-06-12T05:08:10Z,Felipe González,43936
2020-06-12T06:08:15Z,Felipe González,44764
2020-06-12T06:08:15Z,FelizJueves,45009
2020-06-12T07:08:36Z,Felipe González,45742
2020-06-12T07:08:36Z,FelizJueves,43546
2020-06-12T08:13:36Z,Felipe González,46978
2020-06-12T09:13:36Z,Felipe González,47549
2020-06-13T02:28:39Z,Felipe González,22811
2020-06-13T05:33:38Z,Felipe González,21487
2020-06-13T06:33:40Z,Felipe González,20759
2020-06-13T07:33:39Z,Felipe González,19915
2020-06-13T08:33:39Z,Felipe González,19122
2020-06-13T09:38:39Z,FelizSabado,10176
2020-06-13T09:38:39Z,Felipe González,18423
2020-06-13T10:33:40Z,FelizSabado,11974
2020-06-13T11:38:42Z,FelizSabado,14573
2020-06-13T13:43:49Z,FelizSabado,18692
2020-06-14T01:48:43Z,FelizSabado,36388
2020-06-14T06:53:37Z,FelizSabado,36580
2020-06-14T12:03:43Z,FelizDomingo,10508
2020-06-14T13:03:47Z,FelizDomingo,12986
2020-06-14T14:08:50Z,FelizDomingo,16563
2020-06-15T01:20:12Z,FelizDomingo,44718
2020-06-15T02:20:11Z,FelizDomingo,45725
2020-06-15T03:20:05Z,FelizDomingo,46577
2020-06-15T04:20:05Z,FelizDomingo,47333
2020-06-15T11:25:17Z,FelizLunes,11620
2020-06-15T12:30:21Z,FelizLunes,14513
2020-06-15T13:30:36Z,FelizLunes,18289
2020-06-16T02:45:17Z,Felipe González,96178
2020-06-16T03:45:06Z,Felipe González,95862
2020-06-16T04:45:06Z,Felipe González,95081
2020-06-16T05:45:04Z,Felipe González,92990
2020-06-16T06:45:07Z,Felipe González,89733
2020-06-16T07:45:08Z,Felipe González,86206
2020-06-16T08:50:19Z,Felipe González,82819
2020-06-16T08:50:19Z,FelizLunes,48163
2020-06-16T09:50:23Z,FelizLunes,47037
2020-06-16T10:50:25Z,FelizMartes,10852
2020-06-16T11:55:30Z,FelizMartes,13911
2020-06-16T12:50:35Z,FelizMartes,17370
2020-06-17T01:05:34Z,FelizMartes,49161
2020-06-17T02:05:28Z,FelizMartes,50131
2020-06-17T03:05:25Z,FelizMartes,50807
2020-06-17T07:10:29Z,FelizMartes,48164
2020-06-17T08:15:27Z,FelizMartes,46790
2020-06-17T11:15:29Z,FelizMiercoles,10453
2020-06-17T13:15:37Z,FelizMiercoles,16801
2020-06-18T07:36:23Z,FelizMiercoles,49191
2020-06-18T08:41:23Z,FelizMiercoles,47901
2020-06-18T09:36:24Z,FelizMiercoles,46740
2020-06-18T11:41:31Z,FelizJueves,11424
2020-06-18T12:41:36Z,FelizJueves,14789
2020-06-19T10:01:27Z,Felipe VI,10645
2020-06-19T11:06:27Z,Felipe VI,12414
2020-06-19T12:06:31Z,Felipe VI,13945
2020-06-19T13:06:32Z,Felipe VI,15484
2020-06-19T14:11:35Z,Felipe VI,17642
2020-06-19T16:11:39Z,Felipe VI,22866
2020-06-20T05:21:23Z,Felipe VI,35201
2020-06-20T06:26:23Z,Felipe VI,34751
2020-06-20T07:21:25Z,Felipe VI,34151
2020-06-20T12:31:34Z,FelizSabado,12835
2020-06-20T13:31:35Z,FelizSabado,15586
