799:"2020-03-18T21:29:45Z","2020-03-18T21:25:09Z","Rey Felipe VI","http://twitter.com/search?q=%22Rey+Felipe+VI%22","%22Rey+Felipe+VI%22",10123
800:"2020-03-18T21:29:45Z","2020-03-18T21:25:09Z","Feliz Navidad","http://twitter.com/search?q=%22Feliz+Navidad%22","%22Feliz+Navidad%22",
878:"2020-03-18T23:30:05Z","2020-03-18T23:25:10Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
895:"2020-03-18T23:30:05Z","2020-03-18T23:25:10Z","Feliz Navidad","http://twitter.com/search?q=%22Feliz+Navidad%22","%22Feliz+Navidad%22",
905:"2020-03-18T23:30:05Z","2020-03-18T23:25:10Z","#FelipeVI","http://twitter.com/search?q=%23FelipeVI","%23FelipeVI",
913:"2020-03-18T23:30:05Z","2020-03-18T23:25:10Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
926:"2020-03-19T00:30:16Z","2020-03-19T00:22:57Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
945:"2020-03-19T00:30:16Z","2020-03-19T00:22:57Z","Rey Felipe VI","http://twitter.com/search?q=%22Rey+Felipe+VI%22","%22Rey+Felipe+VI%22",13314
962:"2020-03-19T00:30:16Z","2020-03-19T00:22:57Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
976:"2020-03-19T01:30:25Z","2020-03-19T01:27:53Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
998:"2020-03-19T01:30:25Z","2020-03-19T01:27:53Z","Felices 23","http://twitter.com/search?q=%22Felices+23%22","%22Felices+23%22",
1001:"2020-03-19T01:30:25Z","2020-03-19T01:27:53Z","Felipe Melo","http://twitter.com/search?q=%22Felipe+Melo%22","%22Felipe+Melo%22",15947
1012:"2020-03-19T01:30:25Z","2020-03-19T01:27:53Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
1026:"2020-03-19T02:30:35Z","2020-03-19T02:22:59Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
1046:"2020-03-19T02:30:35Z","2020-03-19T02:22:59Z","Felipe Melo","http://twitter.com/search?q=%22Felipe+Melo%22","%22Felipe+Melo%22",17569
1062:"2020-03-19T02:30:35Z","2020-03-19T02:22:59Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
1074:"2020-03-19T02:30:35Z","2020-03-19T02:22:59Z","#FelizMiercoles","http://twitter.com/search?q=%23FelizMiercoles","%23FelizMiercoles",55170
1075:"2020-03-19T03:30:44Z","2020-03-19T03:28:14Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
1106:"2020-03-19T03:30:44Z","2020-03-19T03:28:14Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
1112:"2020-03-19T03:30:44Z","2020-03-19T03:28:14Z","#VivaElReyFelipeVI","http://twitter.com/search?q=%23VivaElReyFelipeVI","%23VivaElReyFelipeVI",
1121:"2020-03-19T03:30:44Z","2020-03-19T03:28:14Z","#FelizMiercoles","http://twitter.com/search?q=%23FelizMiercoles","%23FelizMiercoles",56071
1125:"2020-03-19T04:30:54Z","2020-03-19T04:23:03Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
1152:"2020-03-19T04:30:54Z","2020-03-19T04:23:03Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
1156:"2020-03-19T04:30:54Z","2020-03-19T04:23:03Z","#VivaElReyFelipeVI","http://twitter.com/search?q=%23VivaElReyFelipeVI","%23VivaElReyFelipeVI",
1165:"2020-03-19T04:30:54Z","2020-03-19T04:23:03Z","#FelizMiercoles","http://twitter.com/search?q=%23FelizMiercoles","%23FelizMiercoles",56539
1175:"2020-03-19T05:31:04Z","2020-03-19T05:22:59Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
1178:"2020-03-19T05:31:04Z","2020-03-19T05:22:59Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
1186:"2020-03-19T05:31:04Z","2020-03-19T05:22:59Z","Felipe VI","http://twitter.com/search?q=%22Felipe+VI%22","%22Felipe+VI%22",81545
1209:"2020-03-19T05:31:04Z","2020-03-19T05:22:59Z","#FelizMiercoles","http://twitter.com/search?q=%23FelizMiercoles","%23FelizMiercoles",56789
1225:"2020-03-19T06:31:13Z","2020-03-19T06:22:57Z","#FelizJueves","http://twitter.com/search?q=%23FelizJueves","%23FelizJueves",
1226:"2020-03-19T06:31:13Z","2020-03-19T06:22:57Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
1236:"2020-03-19T06:31:13Z","2020-03-19T06:22:57Z","Felipe VI","http://twitter.com/search?q=%22Felipe+VI%22","%22Felipe+VI%22",81851
1257:"2020-03-19T06:31:13Z","2020-03-19T06:22:57Z","#FelizMiercoles","http://twitter.com/search?q=%23FelizMiercoles","%23FelizMiercoles",56668
1258:"2020-03-19T06:31:13Z","2020-03-19T06:22:57Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
1275:"2020-03-19T07:31:22Z","2020-03-19T07:24:03Z","#FelizJueves","http://twitter.com/search?q=%23FelizJueves","%23FelizJueves",
1309:"2020-03-19T07:31:22Z","2020-03-19T07:24:03Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
1325:"2020-03-19T08:31:31Z","2020-03-19T08:24:04Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
1344:"2020-03-19T08:31:31Z","2020-03-19T08:24:04Z","Felipe VI","http://twitter.com/search?q=%22Felipe+VI%22","%22Felipe+VI%22",83630
1364:"2020-03-19T08:31:31Z","2020-03-19T08:24:04Z","#Felices23Raoul","http://twitter.com/search?q=%23Felices23Raoul","%23Felices23Raoul",
1375:"2020-03-19T09:31:40Z","2020-03-19T09:25:40Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
1421:"2020-03-19T10:31:49Z","2020-03-19T10:25:41Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",
1461:"2020-03-19T11:31:58Z","2020-03-19T11:25:45Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",12880
1468:"2020-03-19T11:31:58Z","2020-03-19T11:25:45Z","#FelicidadesPapá","http://twitter.com/search?q=%23FelicidadesPap%C3%A1","%23FelicidadesPap%C3%A1",
1480:"2020-03-19T11:31:58Z","2020-03-19T11:25:45Z","Feliz Santo","http://twitter.com/search?q=%22Feliz+Santo%22","%22Feliz+Santo%22",
1502:"2020-03-19T12:32:08Z","2020-03-19T12:30:48Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",16772
1506:"2020-03-19T12:32:08Z","2020-03-19T12:30:48Z","#FelizJueves","http://twitter.com/search?q=%23FelizJueves","%23FelizJueves",11934
1530:"2020-03-19T12:32:08Z","2020-03-19T12:30:48Z","Feliz Santo","http://twitter.com/search?q=%22Feliz+Santo%22","%22Feliz+Santo%22",
1553:"2020-03-19T13:32:17Z","2020-03-19T13:29:35Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",19651
1603:"2020-03-19T14:32:27Z","2020-03-19T14:26:42Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",22327
1650:"2020-03-19T14:32:27Z","2020-03-19T14:26:42Z","#FelizSanJose","http://twitter.com/search?q=%23FelizSanJose","%23FelizSanJose",
1653:"2020-03-19T15:32:37Z","2020-03-19T15:26:45Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",25145
1692:"2020-03-19T15:32:37Z","2020-03-19T15:26:45Z","#FelicidadesPapá","http://twitter.com/search?q=%23FelicidadesPap%C3%A1","%23FelicidadesPap%C3%A1",
1703:"2020-03-19T16:32:47Z","2020-03-19T16:26:43Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",27479
1787:"2020-03-19T17:32:56Z","2020-03-19T17:28:34Z","#FelicidadesPapá","http://twitter.com/search?q=%23FelicidadesPap%C3%A1","%23FelicidadesPap%C3%A1",
2452:"2020-03-20T07:35:05Z","2020-03-20T07:31:46Z","#FelizViernesATodos","http://twitter.com/search?q=%23FelizViernesATodos","%23FelizViernesATodos",
2453:"2020-03-20T07:35:05Z","2020-03-20T07:31:46Z","#FelizFinde","http://twitter.com/search?q=%23FelizFinde","%23FelizFinde",
2477:"2020-03-20T07:35:05Z","2020-03-20T07:31:46Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",36753
2502:"2020-03-20T07:44:43Z","2020-03-20T07:36:47Z","#FelizFinde","http://twitter.com/search?q=%23FelizFinde","%23FelizFinde",
2503:"2020-03-20T07:44:43Z","2020-03-20T07:36:47Z","#FelizViernesATodos","http://twitter.com/search?q=%23FelizViernesATodos","%23FelizViernesATodos",
2527:"2020-03-20T07:44:43Z","2020-03-20T07:36:47Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",36772
2551:"2020-03-20T07:47:53Z","2020-03-20T07:41:46Z","#FelizViernesATodos","http://twitter.com/search?q=%23FelizViernesATodos","%23FelizViernesATodos",
2553:"2020-03-20T07:47:53Z","2020-03-20T07:41:46Z","#FelizFinde","http://twitter.com/search?q=%23FelizFinde","%23FelizFinde",
2577:"2020-03-20T07:47:53Z","2020-03-20T07:41:46Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",36788
2601:"2020-03-20T08:14:16Z","2020-03-20T08:11:48Z","#FelizViernesATodos","http://twitter.com/search?q=%23FelizViernesATodos","%23FelizViernesATodos",
2623:"2020-03-20T08:14:16Z","2020-03-20T08:11:48Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
2629:"2020-03-20T08:14:16Z","2020-03-20T08:11:48Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",34667
2652:"2020-03-20T08:35:22Z","2020-03-20T08:31:48Z","#FelizViernesATodos","http://twitter.com/search?q=%23FelizViernesATodos","%23FelizViernesATodos",
2656:"2020-03-20T08:35:22Z","2020-03-20T08:31:48Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
2683:"2020-03-20T08:35:22Z","2020-03-20T08:31:48Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",34735
2702:"2020-03-20T09:35:38Z","2020-03-20T09:31:49Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
2746:"2020-03-20T09:35:38Z","2020-03-20T09:31:49Z","#FelizDiaDelPadre","http://twitter.com/search?q=%23FelizDiaDelPadre","%23FelizDiaDelPadre",31834
2752:"2020-03-20T10:35:39Z","2020-03-20T10:31:54Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
2753:"2020-03-20T10:35:39Z","2020-03-20T10:31:54Z","#FelizFinde","http://twitter.com/search?q=%23FelizFinde","%23FelizFinde",
2771:"2020-03-20T10:35:39Z","2020-03-20T10:31:54Z","Felipe de Borbón y Grecia","http://twitter.com/search?q=%22Felipe+de+Borb%C3%B3n+y+Grecia%22","%22Felipe+de+Borb%C3%B3n+y+Grecia%22",
2802:"2020-03-20T10:36:05Z","2020-03-20T10:26:53Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
2803:"2020-03-20T10:36:05Z","2020-03-20T10:26:53Z","#FelizFinde","http://twitter.com/search?q=%23FelizFinde","%23FelizFinde",
2824:"2020-03-20T10:36:05Z","2020-03-20T10:26:53Z","Felipe de Borbón y Grecia","http://twitter.com/search?q=%22Felipe+de+Borb%C3%B3n+y+Grecia%22","%22Felipe+de+Borb%C3%B3n+y+Grecia%22",
2852:"2020-03-20T11:12:28Z","2020-03-20T11:06:57Z","#FelizViernesATodos","http://twitter.com/search?q=%23FelizViernesATodos","%23FelizViernesATodos",
2854:"2020-03-20T11:12:28Z","2020-03-20T11:06:57Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
2876:"2020-03-20T11:12:28Z","2020-03-20T11:06:57Z","Felipe de Borbón y Grecia","http://twitter.com/search?q=%22Felipe+de+Borb%C3%B3n+y+Grecia%22","%22Felipe+de+Borb%C3%B3n+y+Grecia%22",
2902:"2020-03-20T11:36:36Z","2020-03-20T11:28:25Z","#FelizViernesATodos","http://twitter.com/search?q=%23FelizViernesATodos","%23FelizViernesATodos",
2904:"2020-03-20T11:36:36Z","2020-03-20T11:28:25Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
2954:"2020-03-20T12:37:09Z","2020-03-20T12:33:33Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
3030:"2020-03-20T13:37:43Z","2020-03-20T13:33:36Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
3056:"2020-03-20T14:38:17Z","2020-03-20T14:33:44Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
3081:"2020-03-20T14:38:17Z","2020-03-20T14:33:44Z","#FelizFinde","http://twitter.com/search?q=%23FelizFinde","%23FelizFinde",
3097:"2020-03-20T14:38:17Z","2020-03-20T14:33:44Z","#DíaMundialDeLaFelicidad","http://twitter.com/search?q=%23D%C3%ADaMundialDeLaFelicidad","%23D%C3%ADaMundialDeLaFelicidad",
3133:"2020-03-20T15:38:59Z","2020-03-20T15:33:48Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
3136:"2020-03-20T15:38:59Z","2020-03-20T15:33:48Z","#FelizFinde","http://twitter.com/search?q=%23FelizFinde","%23FelizFinde",
3137:"2020-03-20T15:38:59Z","2020-03-20T15:33:48Z","#DíaDeLaFelicidad","http://twitter.com/search?q=%23D%C3%ADaDeLaFelicidad","%23D%C3%ADaDeLaFelicidad",
3154:"2020-03-20T16:39:36Z","2020-03-20T16:36:21Z","#FelizViernesATodos","http://twitter.com/search?q=%23FelizViernesATodos","%23FelizViernesATodos",11011
3161:"2020-03-20T16:39:36Z","2020-03-20T16:36:21Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
3187:"2020-03-20T16:39:36Z","2020-03-20T16:36:21Z","#FelizFinde","http://twitter.com/search?q=%23FelizFinde","%23FelizFinde",
3235:"2020-03-20T17:40:13Z","2020-03-20T17:36:24Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",
3350:"2020-03-20T19:41:26Z","2020-03-20T19:36:26Z","#DiaMundialDeLaFelicidad","http://twitter.com/search?q=%23DiaMundialDeLaFelicidad","%23DiaMundialDeLaFelicidad",
3743:"2020-03-21T03:46:29Z","2020-03-21T03:45:31Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",11835
3794:"2020-03-21T04:47:01Z","2020-03-21T04:40:31Z","#DiaInternacionalDeLaFelicidad","http://twitter.com/search?q=%23DiaInternacionalDeLaFelicidad","%23DiaInternacionalDeLaFelicidad",11983
3852:"2020-03-21T06:48:03Z","2020-03-21T06:46:48Z","#FelizSábado","http://twitter.com/search?q=%23FelizS%C3%A1bado","%23FelizS%C3%A1bado",
3901:"2020-03-21T07:48:33Z","2020-03-21T07:41:49Z","#FelizSábado","http://twitter.com/search?q=%23FelizS%C3%A1bado","%23FelizS%C3%A1bado",
3951:"2020-03-21T08:49:03Z","2020-03-21T08:46:51Z","#FelizSábado","http://twitter.com/search?q=%23FelizS%C3%A1bado","%23FelizS%C3%A1bado",
3992:"2020-03-21T08:49:03Z","2020-03-21T08:46:51Z","#FelizViernesATodos","http://twitter.com/search?q=%23FelizViernesATodos","%23FelizViernesATodos",23599
4000:"2020-03-21T08:49:03Z","2020-03-21T08:46:51Z","#FelizFinde","http://twitter.com/search?q=%23FelizFinde","%23FelizFinde",
4002:"2020-03-21T09:49:34Z","2020-03-21T09:46:53Z","#FelizSabado","http://twitter.com/search?q=%23FelizSabado","%23FelizSabado",
4062:"2020-03-21T10:50:05Z","2020-03-21T10:46:54Z","Feliz Sábado","http://twitter.com/search?q=%22Feliz+S%C3%A1bado%22","%22Feliz+S%C3%A1bado%22",
4104:"2020-03-21T11:50:38Z","2020-03-21T11:41:55Z","#FelizSabado","http://twitter.com/search?q=%23FelizSabado","%23FelizSabado",
4112:"2020-03-21T11:50:38Z","2020-03-21T11:41:55Z","Feliz Día de la Poesía","http://twitter.com/search?q=%22Feliz+D%C3%ADa+de+la+Poes%C3%ADa%22","%22Feliz+D%C3%ADa+de+la+Poes%C3%ADa%22",
4147:"2020-03-21T12:51:11Z","2020-03-21T12:41:59Z","#FelizSabado","http://twitter.com/search?q=%23FelizSabado","%23FelizSabado",11801
4188:"2020-03-21T13:51:44Z","2020-03-21T13:47:04Z","#FelizSabado","http://twitter.com/search?q=%23FelizSabado","%23FelizSabado",15584
4293:"2020-03-21T15:52:51Z","2020-03-21T15:47:09Z","Feliz Sábado","http://twitter.com/search?q=%22Feliz+S%C3%A1bado%22","%22Feliz+S%C3%A1bado%22",
4324:"2020-03-21T16:53:26Z","2020-03-21T16:48:27Z","#FelizSabado","http://twitter.com/search?q=%23FelizSabado","%23FelizSabado",28056
4400:"2020-03-21T17:54:03Z","2020-03-21T17:48:26Z","#FelizSabado","http://twitter.com/search?q=%23FelizSabado","%23FelizSabado",31868
5016:"2020-03-22T07:01:45Z","2020-03-22T06:58:00Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",
5098:"2020-03-22T08:02:17Z","2020-03-22T07:59:07Z","#FelizSabado","http://twitter.com/search?q=%23FelizSabado","%23FelizSabado",56721
5116:"2020-03-22T09:02:50Z","2020-03-22T08:59:08Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",
5166:"2020-03-22T10:03:23Z","2020-03-22T09:59:10Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",
5216:"2020-03-22T11:03:57Z","2020-03-22T11:01:03Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",
5267:"2020-03-22T12:04:32Z","2020-03-22T12:01:09Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",10178
5318:"2020-03-22T13:05:07Z","2020-03-22T13:01:20Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",13011
5368:"2020-03-22T14:05:50Z","2020-03-22T14:03:32Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",16937
5419:"2020-03-22T15:06:32Z","2020-03-22T15:03:37Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",21802
5499:"2020-03-22T16:07:14Z","2020-03-22T16:03:42Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",27616
5549:"2020-03-22T17:07:54Z","2020-03-22T17:02:40Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",33222
5806:"2020-03-22T22:12:28Z","2020-03-22T22:06:19Z","#FelixRodriguezdelaFuente","http://twitter.com/search?q=%23FelixRodriguezdelaFuente","%23FelixRodriguezdelaFuente",
6058:"2020-03-23T03:15:30Z","2020-03-23T03:13:13Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",64411
6101:"2020-03-23T04:16:05Z","2020-03-23T04:11:46Z","#FelizDomingo","http://twitter.com/search?q=%23FelizDomingo","%23FelizDomingo",65462
6120:"2020-03-23T05:16:39Z","2020-03-23T05:11:44Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",
6166:"2020-03-23T06:17:12Z","2020-03-23T06:11:43Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",
6216:"2020-03-23T07:17:44Z","2020-03-23T07:12:26Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",
6266:"2020-03-23T08:19:17Z","2020-03-23T08:12:27Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",
6316:"2020-03-23T08:54:44Z","2020-03-23T08:52:27Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",
6366:"2020-03-23T09:55:19Z","2020-03-23T09:52:26Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",
6416:"2020-03-23T10:55:59Z","2020-03-23T10:52:28Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",10500
6468:"2020-03-23T11:56:40Z","2020-03-23T11:52:31Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",13188
6521:"2020-03-23T12:57:24Z","2020-03-23T12:52:37Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",16480
6572:"2020-03-23T13:58:07Z","2020-03-23T13:52:37Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",21087
6622:"2020-03-23T14:58:54Z","2020-03-23T14:52:40Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",26281
7416:"2020-03-24T06:34:50Z","2020-03-24T06:28:00Z","#FelizMartes","http://twitter.com/search?q=%23FelizMartes","%23FelizMartes",
7466:"2020-03-24T07:35:30Z","2020-03-24T07:28:01Z","#FelizMartes","http://twitter.com/search?q=%23FelizMartes","%23FelizMartes",
7516:"2020-03-24T08:36:08Z","2020-03-24T08:33:02Z","#FelizMartes","http://twitter.com/search?q=%23FelizMartes","%23FelizMartes",
7548:"2020-03-24T08:36:08Z","2020-03-24T08:33:02Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",64483
7566:"2020-03-24T09:36:48Z","2020-03-24T09:28:04Z","#FelizMartes","http://twitter.com/search?q=%23FelizMartes","%23FelizMartes",
7606:"2020-03-24T09:36:48Z","2020-03-24T09:28:04Z","#FelizLunes","http://twitter.com/search?q=%23FelizLunes","%23FelizLunes",62541
7617:"2020-03-24T10:37:35Z","2020-03-24T10:33:08Z","#FelizMartes","http://twitter.com/search?q=%23FelizMartes","%23FelizMartes",
7668:"2020-03-24T11:38:23Z","2020-03-24T11:34:50Z","#FelizMartes","http://twitter.com/search?q=%23FelizMartes","%23FelizMartes",11330
7719:"2020-03-24T12:39:14Z","2020-03-24T12:34:53Z","#FelizMartes","http://twitter.com/search?q=%23FelizMartes","%23FelizMartes",14469
7820:"2020-03-24T14:42:02Z","2020-03-24T14:38:45Z","#FelizMartes","http://twitter.com/search?q=%23FelizMartes","%23FelizMartes",22234
7869:"2020-03-24T15:43:00Z","2020-03-24T15:33:50Z","#FelizMartes","http://twitter.com/search?q=%23FelizMartes","%23FelizMartes",26046
